日期,開盤,最高,最低,收盤,漲跌,成交金額,外資,投信,自營,法人合計,融資餘額,融券餘額,券資比%,='儀表板'!$A$4&'儀表板'!$A$3,='儀表板'!$A$5&'儀表板'!$A$3,='儀表板'!$A$6&'儀表板'!$A$3,='儀表板'!$A$7&'儀表板'!$A$3,='儀表板'!$A$8&'儀表板'!$A$3,='儀表板'!$A$9&'儀表板'!$A$3,='儀表板'!$B$4&'儀表板'!$B$3,='儀表板'!$B$5&'儀表板'!$B$3,='儀表板'!$B$6&'儀表板'!$B$3
2025/02/04,22836.27,22934.31,22720.62,22793.96,99.25,4224,-15256469,-1814344,-3899825,-20970638,8152114,311596,3.822272357820315,"=IF(COUNTA($D312:$G312) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E312, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E312)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D312:$G312) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E312, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E312)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D312:$G312) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E312, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E312)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D312:$G312) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E312, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E312)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D312:$G312) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E312, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E312)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D312:$G312) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E312, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E312)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D312:$G312) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G312, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G312)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D312:$G312) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G312, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G312)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D312:$G312) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G312, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G312)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/02/03,22796.71,22796.71,22502.2,22694.71,-830.7,5250,-74379747,9890099,-20398561,-84888209,8149138,315654,3.873464898986862,"=IF(COUNTA($D313:$G313) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E313, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E313)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D313:$G313) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E313, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E313)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D313:$G313) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E313, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E313)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D313:$G313) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E313, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E313)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D313:$G313) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E313, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E313)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D313:$G313) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E313, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E313)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D313:$G313) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G313, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G313)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D313:$G313) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G313, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G313)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D313:$G313) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G313, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G313)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/01/22,23472.67,23642.08,23472.67,23525.41,225.4,3577,15618986,767170,3990834,20376990,8180157,307646,3.760881362056987,"=IF(COUNTA($D314:$G314) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E314, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E314)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D314:$G314) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E314, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E314)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D314:$G314) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E314, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E314)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D314:$G314) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E314, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E314)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D314:$G314) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E314, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E314)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D314:$G314) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E314, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E314)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D314:$G314) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G314, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G314)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D314:$G314) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G314, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G314)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D314:$G314) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G314, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G314)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/01/21,23266.49,23377.64,23174.02,23300.01,33.19,2623,259149,1325943,-2201838,-616746,8255538,314752,3.8126164521318904,"=IF(COUNTA($D315:$G315) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E315, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E315)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D315:$G315) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E315, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E315)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D315:$G315) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E315, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E315)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D315:$G315) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E315, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E315)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D315:$G315) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E315, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E315)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D315:$G315) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E315, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E315)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D315:$G315) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G315, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G315)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D315:$G315) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G315, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G315)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D315:$G315) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G315, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G315)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/01/20,23203.47,23346.64,23176.43,23266.82,118.74,2799,9159648,2327498,2428175,13915321,8293188,312303,3.7657774067101824,"=IF(COUNTA($D316:$G316) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E316, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E316)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D316:$G316) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E316, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E316)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D316:$G316) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E316, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E316)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D316:$G316) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E316, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E316)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D316:$G316) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E316, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E316)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D316:$G316) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E316, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E316)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D316:$G316) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G316, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G316)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D316:$G316) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G316, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G316)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D316:$G316) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G316, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G316)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/01/17,23190.12,23209.88,22905.53,23148.08,122.98,3282,13211785,-1581607,-756563,10873615,8315430,308826,3.7138909232595307,"=IF(COUNTA($D317:$G317) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E317, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E317)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D317:$G317) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E317, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E317)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D317:$G317) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E317, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E317)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D317:$G317) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E317, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E317)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D317:$G317) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E317, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E317)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D317:$G317) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E317, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E317)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D317:$G317) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G317, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G317)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D317:$G317) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G317, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G317)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D317:$G317) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G317, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G317)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/01/16,22817.52,23147.69,22817.52,23025.1,510.53,3422,25352315,-4141219,8955837,30166933,8319346,309791,3.723742226852928,"=IF(COUNTA($D318:$G318) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E318, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E318)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D318:$G318) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E318, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E318)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D318:$G318) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E318, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E318)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D318:$G318) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E318, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E318)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D318:$G318) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E318, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E318)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D318:$G318) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E318, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E318)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D318:$G318) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G318, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G318)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D318:$G318) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G318, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G318)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D318:$G318) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G318, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G318)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/01/15,22757.46,22777.34,22509.65,22514.57,-282.95,3015,-29583201,1348660,-7628264,-35862805,8363549,302765,3.620054118173995,"=IF(COUNTA($D319:$G319) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E319, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E319)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D319:$G319) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E319, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E319)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D319:$G319) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E319, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E319)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D319:$G319) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E319, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E319)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D319:$G319) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E319, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E319)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D319:$G319) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E319, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E319)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D319:$G319) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G319, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G319)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D319:$G319) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G319, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G319)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D319:$G319) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G319, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G319)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/01/14,22573.96,22797.52,22542.93,22797.52,309.19,2812,-12995034,4427564,-2998336,-11565806,8394813,295624,3.521507864439625,"=IF(COUNTA($D320:$G320) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E320, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E320)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D320:$G320) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E320, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E320)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D320:$G320) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E320, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E320)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D320:$G320) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E320, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E320)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D320:$G320) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E320, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E320)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D320:$G320) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E320, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E320)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D320:$G320) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G320, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G320)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D320:$G320) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G320, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G320)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D320:$G320) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G320, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G320)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/01/13,23070.32,23070.32,22458.22,22488.33,-523.53,4615,-54435783,3523468,-16952298,-67864613,8423896,292675,3.474342513250401,"=IF(COUNTA($D321:$G321) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E321, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E321)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D321:$G321) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E321, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E321)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D321:$G321) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E321, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E321)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D321:$G321) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E321, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E321)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D321:$G321) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E321, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E321)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D321:$G321) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E321, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E321)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D321:$G321) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G321, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G321)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D321:$G321) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G321, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G321)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D321:$G321) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G321, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G321)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/01/10,23067.46,23202.25,22989.67,23011.86,-69.27,3428,-17192952,-912204,-6700161,-24805317,8589804,301335,3.508054432906735,"=IF(COUNTA($D322:$G322) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E322, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E322)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D322:$G322) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E322, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E322)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D322:$G322) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E322, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E322)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D322:$G322) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E322, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E322)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D322:$G322) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E322, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E322)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D322:$G322) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E322, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E322)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D322:$G322) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G322, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G322)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D322:$G322) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G322, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G322)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D322:$G322) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G322, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G322)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/01/09,23406.72,23463.96,23081.13,23081.13,-326.2,3931,-29143636,-2789612,-11217421,-43150669,8641036,305124,3.5311043722072215,"=IF(COUNTA($D323:$G323) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E323, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E323)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D323:$G323) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E323, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E323)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D323:$G323) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E323, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E323)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D323:$G323) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E323, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E323)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D323:$G323) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E323, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E323)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D323:$G323) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E323, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E323)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D323:$G323) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G323, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G323)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D323:$G323) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G323, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G323)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D323:$G323) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G323, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G323)), COUNT(range) < N), ""-"", AVERAGE(range))))"
