stock_id,stock_name,google_sheet_daily,google_sheet_monthly,google_sheet_quarterly
2330,台積電,https://docs.google.com/spreadsheets/d/130JTSKJsVXbOD1H1sqCo16UANJZJ_Okxxmg5cvHrrMM/edit?gid=1850720630#gid=1850720630,https://docs.google.com/spreadsheets/d/130JTSKJsVXbOD1H1sqCo16UANJZJ_Okxxmg5cvHrrMM/edit?gid=1972602237#gid=1972602237,https://docs.google.com/spreadsheets/d/130JTSKJsVXbOD1H1sqCo16UANJZJ_Okxxmg5cvHrrMM/edit?gid=318796871#gid=318796871
2317,鴻海,https://docs.google.com/spreadsheets/d/1_9oQMc8nP2P48pGiwcpyCxrBIlDaueuyOODZR5AGB3A/edit?gid=1850720630#gid=1850720630,https://docs.google.com/spreadsheets/d/1_9oQMc8nP2P48pGiwcpyCxrBIlDaueuyOODZR5AGB3A/edit?gid=1972602237#gid=1972602237,https://docs.google.com/spreadsheets/d/1_9oQMc8nP2P48pGiwcpyCxrBIlDaueuyOODZR5AGB3A/edit?gid=318796871#gid=318796871
